  74 0.000 0.186428    1.0908165e+01   -3.2663864e-02    5.6461016e+00    9.4497129e-02  1  8409   11
  74 0.000 0.106553    1.8090666e+01    3.0825680e-02   -5.1776942e-01    5.4256802e-04  1  8809    4
  75 1.571 0.439141   -1.8382670e+00    4.3494026e-03   -6.4285302e+00   -1.0617474e-01  1  1859   70
  75 1.571 0.032930   -4.7100906e+00   -1.2718140e-02    6.6871404e+00    1.0660651e-01  1  7131    4
  75 1.571 0.488864   -1.1951928e+00   -1.0287676e-02   -6.5841567e+00   -1.2283112e-01  1  1118   15
  75 1.571 0.009042    3.9502815e+00    4.3738866e-03   -6.6670616e+00   -1.1610264e-01  1  9327   29
  75 1.571 0.102311   -5.5530901e+00   -2.4467049e-02    6.4566964e+00    1.1534897e-01  1  5221   24
  75 1.571 0.002789   -5.9998281e+00   -6.1222869e-03   -6.8312210e+00   -1.1680867e-01  1  5121    8
  75 1.571 0.104201   -1.3409235e+00   -8.6562146e-03    6.4913886e+00    8.9453540e-02  1  6122    5
  75 1.571 0.015902   -5.6513937e+00   -4.1084521e-03    6.8353231e+00    1.1702948e-01  1  7951   24
  75 1.571 0.600747    6.6154146e+00   -2.7064463e-02    6.4503855e+00    1.1246111e-01  1   837   31
  75 1.571 0.180159   -4.9406651e+00   -6.8688071e-04    6.5531555e+00    1.0620761e-01  1  8811   16
  75 1.571 0.168579   -4.9986374e+00    2.7321880e-02   -6.5344880e+00   -1.1734074e-01  1  6342   96
  75 1.571 0.001885   -4.4531047e+00   -5.4137420e-03   -6.9938147e+00   -1.1416982e-01  1   923   15
  75 1.571 0.075429   -5.3902365e+00   -1.0172692e-02   -6.8241360e+00   -1.1747814e-01  1  8729    8
  75 1.571 0.023109    6.4664361e+00    2.5435675e-03    6.4951956e+00    1.0218048e-01  1  3064   14
  75 1.571 0.017715   -6.6693657e+00   -4.2018170e-03   -6.7748221e+00   -1.0937223e-01  1   854   16
  75 1.571 0.104914    3.5803525e+00   -1.9902267e-03    6.4278888e+00    1.0742683e-01  1  1103    9
  75 1.571 0.658674   -8.1588243e-01    2.3896152e-02   -6.4265771e+00   -1.1253505e-01  1  2641    8
  75 1.571 0.102557    3.7195148e+00   -1.2358151e-02   -6.6613352e+00   -1.1065065e-01  1  5444    4
  75 1.571 0.009113   -6.1249444e+00   -3.5534486e-03    6.9653381e+00    1.2234326e-01  1  8239  135
  75 1.571 0.032244    2.9143125e+00    3.8177845e-03   -6.4522985e+00   -6.8017232e-02  1   306    3
  75 1.571 0.139108   -2.0371903e+00   -3.1289463e-03   -6.4125479e+00   -9.9142012e-02  1  2045   42
  75 1.571 0.046870    8.1661953e+00    3.4552434e-03   -6.8436872e+00   -1.1912217e-01  1  2128   16
  75 1.571 0.461327   -3.6713193e+00   -3.9303011e-02   -6.5249258e+00   -1.3654716e-01  1  2834   18
  75 1.571 0.516804   -4.8054281e+00    3.8966555e-04    6.4124376e+00    1.0807823e-01  1  5931   16
  75 1.571 0.245196    5.4395814e+00    3.9883294e-02    7.8624561e+00    1.2622869e-01  1  4056   11
  75 1.571 0.000351    4.2868792e+00    9.4228625e-05   -6.9586182e+00   -1.1505743e-01  1  9710   13
  75 1.571 0.113185   -1.3497126e+00   -8.2765824e-03    7.1612085e+00    1.3931084e-01  1  9662    6
  75 1.571 0.110160    4.5688640e+00    2.4319958e-03    6.9188777e+00    1.2758745e-01  1  3355   10
  75 1.571 0.536165    2.8436469e+00   -4.1022544e-02   -6.4798532e+00   -1.2966636e-01  1  8059   44
  75 1.571 0.254323   -4.1041725e+00   -5.3717214e-02   -6.5841968e+00   -6.9954091e-02  1  4764   72
  75 1.571 0.741469    7.1159869e+00    6.8936748e-02    6.4308544e+00    8.6102889e-02  1  2632  185
  75 1.571 0.134014   -8.5351569e-01    4.0842792e-02    6.4553945e+00    9.9812766e-02  1   712   43
  75 1.571 0.521909    2.4844072e+00    2.1548095e-02   -6.4195147e+00   -9.2506550e-02  1  2410    3
  75 1.571 0.023997   -3.7324649e+00   -1.1074444e-02   -6.4876744e+00   -1.0706381e-01  1  9155    6
  75 1.571 0.013112    3.8584176e+00    8.7065913e-03   -6.6103958e+00   -1.0428086e-01  1  1437   10
  75 1.571 0.031319   -4.0262135e+00   -9.0218793e-03   -6.8868854e+00   -1.1919126e-01  1  4718   24
  75 1.571 0.052583   -4.2650372e+00    6.8257936e-03   -7.0040827e+00   -1.1901363e-01  1  2014    4
  75 1.571 0.043221    3.7006792e+00    1.2727346e-02    6.7110065e+00    9.9002805e-02  1  1342  142
  75 1.571 0.143697   -5.9221038e+00    7.2372349e-03   -6.5759686e+00   -1.0307446e-01  1  1513   37
  75 1.571 0.144258   -2.2225701e+00   -1.6417385e-02   -6.5497209e+00   -8.3808808e-02  1  3757  171
  75 1.571 0.193002    3.4330602e+00    1.6078566e-02    6.6811548e+00    1.1935236e-01  1   505   11
  75 1.571 0.014604   -2.1336911e-01    3.3300225e-03   -6.6822627e+00   -1.0479090e-01  1  2944    6
  75 1.571 0.083820    2.5911094e+00   -6.4151623e-03   -6.5262206e+00   -1.4315034e-01  1  9040   14
  75 1.571 0.002433   -4.0820789e+00   -1.0202302e-02    6.5395359e+00    1.0890550e-01  1   351   10
  75 1.571 0.103258   -6.6167580e+00   -3.0234097e-03   -6.6952343e+00   -1.0515086e-01  1  5037   17
  75 1.571 0.733136   -6.8639670e+00   -6.9752982e-03   -6.4124470e+00   -1.0269244e-01  1  2020  113
  75 1.571 0.038570   -5.5178395e+00   -1.1578812e-02   -6.8641312e+00   -1.1581883e-01  1  1653   86
  75 1.571 0.851029   -6.0158285e+00   -9.3232404e-03   -6.4145944e+00   -1.0821344e-01  1  1636   23
  75 1.571 0.017766    2.2911744e+00    9.9820569e-03    6.5614026e+00    1.0771423e-01  1  2835   70
  75 1.571 0.796090    2.6521489e+00    9.4615495e-03   -6.4745362e+00   -1.6125956e-01  1  5112   23
  75 1.571 0.064952   -6.2047969e+00   -2.1991505e-02   -6.7754833e+00   -1.1482082e-01  1  8642    6
  75 1.571 0.088522    3.1377922e+00    9.2533905e-04    6.5783180e+00    1.0277503e-01  1  2144   10
  75 1.571 0.842798    5.3313779e+00    1.6176047e-02    6.4229881e+00    1.3026936e-01  1  2851   86
  75 1.571 0.656570   -1.2593271e+00   -6.2514380e-02    6.4264944e+00    1.2408130e-01  1  1325  129
  75 1.571 0.029163   -6.1134222e-02   -2.3253796e-03    6.7305541e+00    1.0543527e-01  1  2616  135
  75 1.571 0.140614   -5.6002834e+00   -9.5222290e-03   -6.6408251e+00   -9.4238029e-02  1  8151   19
  75 1.571 0.151616    5.7732370e+00    1.3753615e-02    7.3227669e+00    1.2298850e-01  1  1315   15
  75 1.571 0.038652   -6.3623372e+00    4.6731631e-04   -6.8182629e+00   -1.0983234e-01  1  3563   17
  75 1.571 0.021379   -4.8476819e+00    6.6127798e-04   -6.5692551e+00   -1.0498730e-01  1  3326    6
  75 1.571 0.141568   -6.0494384e+00   -2.7338034e-02    7.0741260e+00    1.2329340e-01  1  7715    9
  75 1.571 0.432037    6.4953953e-01    3.4747285e-03   -6.4115158e+00   -1.0762160e-01  1  4452   10
  75 1.571 0.073563    1.8857587e+00    1.0295228e-02   -6.6906456e+00   -1.0575804e-01  1   326   11
  75 1.571 0.098216    1.5721994e+00   -3.8898244e-03   -6.4165644e+00   -1.0006972e-01  1  9508   43
  75 1.571 0.011370   -4.4357045e+00   -6.1370513e-03    6.6269142e+00    1.1157170e-01  1  1120    2
  75 1.571 0.204785   -3.2172177e+00    5.8280323e-03   -6.5823799e+00   -9.7443159e-02  1  8751    3
  75 1.571 0.350380   -5.8699762e+00   -6.1593817e-02    6.4976162e+00    1.5780315e-01  1  8943    6
  75 1.571 0.005818   -9.1781552e+00   -5.9786506e-03    6.4399373e+00    1.0294730e-01  1   905   44
  75 1.571 0.003803    4.4846186e+00    9.9257467e-04   -6.8548199e+00   -1.1257954e-01  1  5235    1
  75 1.571 0.000005   -4.7989082e+00   -6.9850777e-03   -6.4470506e+00   -1.0796856e-01  1  5413   18
  75 1.571 0.195716   -4.6527462e+00   -2.4901518e-02   -6.7346954e+00   -1.1001394e-01  1  4762   23
  75 1.571 0.959204   -6.3819339e+00   -1.5835844e-02   -6.4172149e+00   -1.1702353e-01  1  3730    4
  75 1.571 0.063059    3.4651467e+00    3.0240889e-02   -6.8831760e+00   -1.2603960e-01  1  1553    1
  75 1.571 0.081865    1.9644253e-01   -1.1798598e-02   -6.8568953e+00   -1.0598718e-01  1  5548    5
  75 1.571 0.129730   -6.7286306e+00   -5.2645067e-03   -6.6439088e+00   -9.2704211e-02  1  7406   29
  75 1.571 0.173119    1.4763449e+00   -2.2298880e-02   -6.6498349e+00   -1.0350336e-01  1  5335   24
  75 1.571 0.081946   -4.5180037e+00   -2.0777436e-02    6.5739708e+00    1.1807065e-01  1   426    2
  75 1.571 0.020624    6.3025717e+00    1.8869703e-03    6.9441069e+00    1.1990155e-01  1  6522    9
  75 1.571 0.067354   -2.9752542e+00    2.6753231e-02   -6.8241667e+00   -1.0087367e-01  1  7443   10
  75 1.571 0.010728   -1.5163086e+00   -7.3560001e-04   -7.4486915e+00   -1.3043100e-01  1  6726   44
  75 1.571 0.404913    5.2249624e+00   -7.7662284e-03    6.4193538e+00    1.0985487e-01  1  1836    9
  75 1.571 0.174427   -1.3290232e+00    6.5733566e-03    6.5844361e+00    1.2820681e-01  1  1829    1
  75 1.571 0.954596    1.8697604e-01   -2.6003350e-02   -6.4215125e+00   -1.1252107e-01  1   429    7
  75 1.571 0.008285    3.9439957e+00   -2.3419249e-03    6.5365008e+00    1.0719169e-01  1  7740   72
  75 1.571 0.116604    5.0418768e+00    2.3750438e-02   -6.7903302e+00   -9.9613435e-02  1  7924   12
  75 1.571 0.015222    8.3835883e-01    5.6227150e-04    6.7716572e+00    1.1103800e-01  1  2327   21
  75 1.571 0.385811   -6.3845696e-01    6.2027100e-03    6.4142972e+00    9.1840086e-02  1  5508   12
  75 1.571 0.109284   -3.9945626e+00    4.5639204e-03   -6.7045873e+00   -1.3154487e-01  1  9245   95
  75 1.571 0.341894    5.5882789e-01    6.6448092e-03   -6.5243063e+00   -9.0342123e-02  1  9653    3
  75 1.571 0.081192   -6.1303739e+00   -8.5879042e-03   -6.4269657e+00   -1.1049265e-01  1  4705    9
  75 1.571 0.655645   -7.9991851e-01    1.0385199e-03    6.4130393e+00    9.7632174e-02  1  9564   82
  75 1.571 0.162355   -4.6540197e+00    1.8961535e-03   -6.9906628e+00   -1.0634249e-01  1   760   15
  75 1.571 0.036291   -2.4297806e+00   -7.6317742e-03    6.6622426e+00    1.1827198e-01  1  2731   19
  75 1.571 0.004725   -9.0029477e+00   -1.2429760e-02   -6.6022325e+00   -1.0833362e-01  1  2207   43
  75 1.571 0.006140    7.3571638e+00   -2.0588075e-04    6.8587587e+00    1.1432419e-01  1  9146   12
  75 1.571 0.227753   -4.1862230e+00   -7.8040158e-03    6.8540466e+00    1.2623742e-01  1  8218    4
  75 1.571 0.090779   -3.8888271e+00    1.3627071e-03   -6.9088160e+00   -9.4887561e-02  1  3336    9
  75 1.571 0.311052    4.2359430e+00    1.4897996e-02    6.6724575e+00    9.9034761e-02  1  8542   15
  75 1.571 0.032297   -6.0951850e+00    1.8217891e-03   -6.6609767e+00   -1.1192470e-01  1  5445   80
  75 1.571 0.143346   -3.5304445e+00    4.5430884e-04   -6.5947685e+00   -1.2117268e-01  1  1661   57
  75 1.571 0.407654   -4.1108404e+00   -3.5804708e-03    6.4116728e+00    1.0551010e-01  1  7542   54
  75 1.571 0.043838   -9.6201010e-01   -2.3974075e-02   -7.0571631e+00   -1.2834388e-01  1  5906    6
  75 1.571 0.016599    1.4356023e+00   -5.8085578e-03   -6.6017169e+00   -1.0904050e-01  1  9736   24
  75 1.571 0.013284   -5.1123747e+00   -4.8220941e-03   -6.7198727e+00   -1.0888263e-01  1   756    8
  75 1.571 0.134254    1.6966557e+00    1.2220111e-02    6.4280953e+00    8.6964062e-02  1  4003    1
  75 1.571 0.022875   -4.6225882e+00    7.7574191e-03    6.5611474e+00    1.0385651e-01  1  7302    2
  75 1.571 0.549936   -2.1943235e+00   -2.5333040e-03    6.4544721e+00    1.0108528e-01  1   757    8
  75 1.571 0.075097   -6.5783779e+00   -8.7183920e-03   -7.1291213e+00   -1.3748091e-01  1  5263   24
  75 1.571 0.108342   -3.4763718e-01   -2.5273159e-02    6.4877798e+00    9.3558984e-02  1  9432   29
  75 1.571 0.716203   -3.9701345e+00    4.1135201e-04    6.4125910e+00    1.0627505e-01  1  3938   17
  75 1.571 0.026948   -4.8663769e+00   -9.5804340e-03    6.4522995e+00    1.0595106e-01  1  9845   44
  75 1.571 0.028808   -6.9927583e-01    2.6283482e-03    6.5557810e+00    1.2058150e-01  1  9926   16
  75 1.571 0.475318   -2.4551472e+00    4.4197562e-04   -6.4108943e+00   -1.0134786e-01  1  6707   82
  75 1.571 0.296705    7.0561859e-01    5.9456886e-03   -6.4108901e+00   -1.0461121e-01  1  3924  100
  75 1.571 0.021775   -2.3556107e+00   -7.7422386e-04    6.4243491e+00    1.0852578e-01  1  6761   17
  75 1.571 0.956633    5.7077118e+00    8.8909821e-04   -6.4192346e+00   -1.1206878e-01  1  7716   12
  75 1.571 0.004831   -3.4397021e+00   -1.4665960e-04    6.7662039e+00    1.2372921e-01  1  3417   43
  75 1.571 0.036562    5.9036348e+00    4.5942909e-03    6.7805602e+00    1.0839559e-01  1  5946   16
  75 1.571 0.055082    2.9176907e+00    3.3089050e-03   -6.4246223e+00   -1.0589050e-01  1  5742   74
  75 1.571 0.164399    2.8993464e+00    1.7006183e-02   -6.8769732e+00   -1.3977447e-01  1  5709   77
  75 1.571 0.325570   -8.0689485e+00   -2.1615458e-02   -6.7610600e+00   -1.2869199e-01  1  2704    5
  75 1.571 0.140161   -6.1291132e+00    1.4263625e-02   -6.4932791e+00   -1.4396177e-01  1  9462  182
  75 1.571 0.229208    3.6009422e+00   -5.0873522e-02    6.6155174e+00    9.5735424e-02  1  5109  118
  75 1.571 0.033254   -1.0382267e+00    7.8553241e-04   -6.8139901e+00   -1.0985518e-01  1  4522   35
  75 1.571 0.068117    1.2339373e+00   -3.5520371e-03    6.7071991e+00    1.0882564e-01  1  3962    2
  75 1.571 0.100652    6.3812732e+00    1.5857291e-02    6.8648977e+00    1.2253477e-01  1  8136    1
  75 1.571 0.086810    3.2071715e+00   -1.5336154e-02    6.6636243e+00    9.7098937e-02  1  6937    1
  75 1.571 0.146172   -6.9312836e+00   -6.3083418e-04   -6.9674076e+00   -1.2483688e-01  1   609   36
  75 1.571 0.052129    6.6291551e+00    4.3531108e-02    6.7619202e+00    1.0690163e-01  1  1523   11
  75 1.571 0.245105    4.1596146e+00   -2.3833905e-02    7.0872773e+00    1.1833115e-01  1  6439   12
  75 1.571 0.901884    1.9071948e+00    2.0163606e-02    6.4160433e+00    1.0787042e-01  1  2433   26
  75 1.571 0.307592   -4.7688243e+00   -2.1006935e-02    6.6001129e+00    1.3236626e-01  1  7446   29
  75 1.571 0.162252   -5.3536512e+00    6.7026434e-03   -7.1460553e+00   -9.2163254e-02  1  1322   43
  75 1.571 0.180327   -4.9662098e+00   -1.3024281e-02    6.4135108e+00    1.0149600e-01  1  3756   24
  75 1.571 0.021704   -9.0320118e-01   -3.2052319e-03   -6.4596981e+00   -1.0597498e-01  1  5942    9
  75 1.571 0.111119   -6.0865091e+00   -1.6835056e-02    6.5457853e+00    1.0278528e-01  1  1129    4
  75 1.571 0.802709    3.0611771e+00   -1.3811880e-04    6.4110310e+00    1.0325688e-01  1  1846    1
  75 1.571 0.030674    4.2334584e+00   -8.4577692e-03    6.6597746e+00    1.2018027e-01  1  2932    9
  75 1.571 0.502761   -5.0419747e-01    4.4868526e-03   -6.4113997e+00   -1.0636628e-01  1  3853    5
  75 1.571 0.166197    4.0646422e+00    9.5893963e-03    6.8797571e+00    9.4699397e-02  1  6737    9
  75 1.571 0.028958   -2.1749147e+00   -3.5946809e-03   -6.5100128e+00   -1.2717597e-01  1  7744   17
  75 1.571 0.679583    5.5256580e+00    1.6410251e-02    6.4153925e+00    1.1446571e-01  1  8617    9
  75 1.571 0.438039   -5.9312899e-01    1.1756142e-02   -6.4261761e+00   -1.0310357e-01  1   935    3
  75 1.571 0.110980   -6.0290641e-01   -6.0797001e-03    6.5838190e+00    9.9033534e-02  1  3660    4
  75 1.571 0.116500   -3.8476936e+00    7.3330922e-03   -6.6513374e+00   -5.9299817e-02  1  1761   15
  75 1.571 0.068377   -4.3023361e+00   -2.0488991e-02    6.4265116e+00    1.0561976e-01  1  7701    2
  75 1.571 0.129700   -9.0396649e+00   -1.6590035e-02    6.5825692e+00    1.0734942e-01  1   935  100
  75 1.571 0.040769   -1.5487501e+00   -1.0569318e-02    6.5227872e+00    9.4445567e-02  1  4952   26
  75 1.571 0.084491    1.0514347e+00   -1.5249724e-02    6.6334426e+00    1.0261418e-01  1   542    1
  75 1.571 0.109531   -6.5846041e+00   -1.2534951e-02   -6.7506747e+00   -9.2447963e-02  1  7243   20
  75 1.571 0.081813    2.4726929e+00   -5.5905288e-03   -6.8611450e+00   -1.1406742e-01  1  2013    5
  75 1.571 0.087031   -5.3918051e+00    2.2884416e-03   -6.4916815e+00   -8.5456707e-02  1   546  184
  75 1.571 0.021089   -8.6971825e-01    8.9159090e-03   -7.0603106e+00   -1.2518867e-01  1  3934   88
  75 1.571 0.240081   -2.9177373e+00   -2.1010687e-03   -6.6901358e+00   -1.2455753e-01  1   157    9
  75 1.571 0.234502    5.9423556e-01    1.8905331e-02   -6.4415404e+00   -1.0033810e-01  1  1640   10
  75 1.571 0.315311   -2.0730703e-01    1.3474580e-02   -6.4172679e+00   -8.9226475e-02  1  1511    4
  75 1.571 0.048049   -8.6740408e+00   -7.1214871e-03   -6.5379352e+00   -1.1662147e-01  1  6628    9
  75 1.571 0.083029   -4.6631610e+00   -2.7187310e-02   -6.7458119e+00   -1.1531550e-01  1  8946   15
  75 1.571 0.080473   -3.5460606e+00    3.1783193e-03   -6.4337043e+00   -8.8405806e-02  1  1103    2
  75 1.571 0.018532    6.9653095e+00    1.1263865e-03   -6.6414009e+00   -1.0064525e-01  1  3260   10
  75 1.571 0.875474   -4.2654668e+00   -2.7177422e-03    6.4264534e+00    8.9608418e-02  1  5254   44
  75 1.571 0.109986   -5.6805509e+00    5.9561248e-03   -6.5144929e+00   -9.7266805e-02  1  3556   32
  75 1.571 0.325270   -4.5984326e+00   -2.5900842e-02    6.8559862e+00    1.5018076e-01  1  3026    1
  75 1.571 0.104841    4.5006137e+00   -1.5579881e-02    6.7970061e+00    9.4262770e-02  1  5833   17
  75 1.571 0.054213   -1.2955956e+00    6.5855282e-03    6.8604203e+00    1.1253702e-01  1  1316    8
  75 1.571 0.130010   -3.2258298e+00   -1.0110027e-02   -6.6988659e+00   -1.1467852e-01  1  2762    7
  75 1.571 0.047160    6.5078702e+00    1.3041027e-02   -6.4278765e+00   -1.1431222e-01  1  3039    8
  75 1.571 0.034371   -3.6915400e-01   -9.2883356e-04   -6.4249868e+00   -1.1497854e-01  1  5405   10
  75 1.571 0.008845   -4.2631752e+00   -1.7531701e-03    6.4683948e+00    1.0248863e-01  1  1431   12
  75 1.571 0.007401   -6.4219176e+00   -4.3425183e-03   -6.6743597e+00   -1.1446846e-01  1  2934    1
  75 1.571 0.070802   -1.7815632e+00    9.7838007e-03   -6.8406231e+00   -1.2284511e-01  1  8449   10
  75 1.571 0.252093   -3.4849507e+00    1.0545509e-02    6.7322993e+00    7.4130221e-02  1  6837    7
  75 1.571 0.527290    5.4731368e+00    1.6836827e-02    6.4147737e+00    1.0889982e-01  1  2526   13
  75 1.571 0.162148   -7.4815393e+00   -1.2100874e-02   -6.5274423e+00   -1.0009276e-01  1  6714   55
  75 1.571 0.064499   -5.5400501e+00   -1.9307183e-02   -6.9325966e+00   -1.1079806e-01  1  6109    7
  75 1.571 0.009404   -5.4543361e+00   -1.1381347e-02   -6.9536682e+00   -1.1329898e-01  1  9833   10
  75 1.571 0.657651   -4.5297866e+00    2.1903947e-02    6.4209589e+00    1.2170441e-01  1  3827   18
  75 1.571 0.716539   -7.1277648e-01   -4.1979568e-02   -6.4247994e+00   -1.1301878e-01  1  8943    2
  75 1.571 0.026759   -6.5154767e+00   -4.3300920e-03    7.2168411e+00    1.0260864e-01  1  6816    7
  75 1.571 0.405404   -5.6732462e+00   -8.3169341e-03   -6.4116394e+00   -1.0768785e-01  1  8001    8
  75 1.571 0.101007   -6.0893755e+00    2.8198582e-02    6.5283289e+00    8.7775177e-02  1  1711   29
  75 1.571 0.004501    5.1493956e+00    5.7924346e-03    7.1373451e+00    1.2155273e-01  1  7338    7
  75 1.571 0.059006   -4.9596992e+00    2.8750849e-03    6.5559654e+00    1.1108885e-01  1  6703    4
  75 1.571 0.006772   -6.3869268e+00   -1.7277021e-03   -6.6337937e+00   -1.0916798e-01  1  1508   23
  75 1.571 0.088862    6.3668069e-01   -2.1385863e-03   -6.4494353e+00   -1.0967564e-01  1  3905   10
  75 1.571 0.032242    4.5561576e+00    7.1024716e-03   -6.4516856e+00   -1.0016013e-01  1  4403    1
  75 1.571 0.020504    5.7412283e+00    1.0634856e-02    6.7358596e+00    1.3633746e-01  1  1726   15
  75 1.571 0.050559   -5.3635082e-01    4.8857093e-03   -6.6414337e+00   -1.1555873e-01  1  8314   67
  75 1.571 0.059718    7.2815689e+00    1.8607573e-02    7.4496351e+00    1.3067370e-01  1  5708   10
  75 1.571 0.220005   -7.6229344e-01   -1.7335808e-02   -6.4724124e+00   -9.2727043e-02  1  5053    9
  75 1.571 0.064679    7.5316046e+00    1.4532413e-02    7.1369085e+00    1.1194666e-01  1  2228    9
  75 1.571 0.013142    4.1496475e+00    9.7509836e-04    6.4549441e+00    1.0481738e-01  1  9434   14
  75 1.571 0.260366   -4.2912278e+00    1.1616403e-02    6.4656559e+00    1.5208802e-01  1  7343    3
  75 1.571 0.087974    1.3315437e+00    5.0492333e-03    6.5601901e+00    9.1400974e-02  1  8956   10
  75 1.571 0.225961   -5.2245517e+00   -1.2222014e-03   -6.4751738e+00   -9.3258237e-02  1  1731    3
  75 1.571 0.128146   -3.3839886e+00   -3.3527155e-02   -7.0964118e+00   -1.2195217e-01  1  9848   43
  75 1.571 0.256197   -6.1096107e+00   -7.6505952e-03    6.4114901e+00    1.1304071e-01  1  6737   25
  75 1.571 0.232827    6.5576858e+00   -4.8055422e-03    6.8569884e+00    1.1841899e-01  1  1712   10
  75 1.571 0.050805   -1.8012360e+00    3.2029198e-03    6.7680158e+00    1.0336524e-01  1  8257    3
  75 1.571 0.191204   -4.3523552e+00   -8.6954617e-03    6.8476317e+00    1.2678966e-01  1  2609  110
  75 1.571 0.207218   -2.2198786e+00    1.3299119e-02    6.8916469e+00    1.3684839e-01  1  2646    4
  75 1.571 0.013636   -6.9455764e+00   -5.0796843e-03    6.4189927e+00    1.0759765e-01  1  3507    4
  75 1.571 0.049754    4.7306592e+00    1.5905202e-02    6.5331698e+00    1.0207927e-01  1  2162    8
  75 1.571 0.201597    2.1545597e+00   -3.0790221e-02    6.7732588e+00    1.1151741e-01  1  9516   24
