  55 0.000 0.742983   -1.0054546e+01   -1.9603701e-02    1.9338020e+00    5.9952205e-02  1 10012   17
  55 0.000 0.000103   -1.1298232e+01   -6.6566717e-03    2.5749142e-01    1.2263558e-02  1  1025    8
  55 0.000 0.089095   -1.0801832e+01    5.3898376e-03   -4.3653140e+00   -8.5637005e-02  1  2815   83
  55 0.000 0.070795   -1.0086682e+01   -4.3367430e-02    2.6732625e+00    5.0424091e-02  1  8232   25
  55 0.000 0.028856   -1.0204337e+01   -1.0786239e-02    1.7528105e+00    2.6977415e-02  1   946  121
  55 0.000 0.016965   -1.1337786e+01    5.5607918e-03   -2.0259885e+00   -3.1918861e-02  1  2354    8
  55 0.000 0.120397   -1.0251056e+01   -1.1020801e-02    5.9802236e-01    2.0047444e-02  1  5533   19
  55 0.000 0.003149   -1.1456547e+01   -1.1872965e-03    1.0505671e+00    2.5552465e-02  1  7124    7
  55 0.000 0.115507   -1.1626464e+01    3.5223357e-02   -2.9286061e-02   -2.2238720e-02  1  1264   55
  55 0.000 0.004979   -1.0168216e+01   -4.3899272e-03   -3.2322598e+00   -4.8664623e-02  1  4752    1
  55 0.000 0.019134   -1.2959664e+01   -1.7140712e-03   -7.3394757e-01   -1.0818822e-02  1  6348    9
  55 0.000 0.008161   -1.0438071e+01   -8.9368927e-03    1.9465218e+00    3.1738325e-02  1  6803   29
  55 0.000 0.090104   -1.1599602e+01   -2.1613526e-03   -7.4664762e-01    1.0962935e-02  1  6937    2
  55 0.000 0.031501   -1.0488136e+01    1.6294082e-03   -8.0224789e-01    7.8451620e-05  1  2212   55
  55 0.000 0.069047   -1.0079108e+01    5.2185238e-03   -1.8850728e+00   -3.2401718e-02  1  3930   36
  55 0.000 0.204394   -1.1119766e+01    1.0619347e-02   -3.4372900e+00   -3.8175793e-02  1  7849    4
  55 0.000 0.070940   -1.1005223e+01   -4.2002451e-03   -2.3515929e+00   -7.3925839e-02  1  8356   29
  55 0.000 0.401821   -1.0066575e+01   -8.7392230e-03   -2.8870252e+00   -9.2737779e-02  1   358  168
  55 0.000 0.069412   -1.0100756e+01   -2.4103344e-03    1.0176800e+00    8.0396516e-03  1  1637   34
  55 0.000 0.077165   -1.0250042e+01    6.3719533e-03   -1.3092700e+00   -2.5627535e-02  1  5402    2
