 # ID name  angle[rad]  betax[m]  betay[m] halfgap[m]  Material  Length[m]  sigx[m]  sigy[m] tilt1[rad] tilt2[rad] nsig
         1 TCL.4L1.B2      0.0000000000E+00    0.3811964153E+03    0.1059591278E+04    0.6582777013E-02 CU   0.10000E+01   0.43885E-03   0.73167E-03   0.00000E+00   0.00000E+00   0.15000E+02
         2 TCL.5L1.B2      0.0000000000E+00    0.1162881980E+03    0.6256787966E+03    0.3635821558E-02 CU   0.10000E+01   0.24239E-03   0.56224E-03   0.00000E+00   0.00000E+00   0.15000E+02
         3 TCL.6L1.B2      0.0000000000E+00    0.1594179257E+02    0.2367738316E+03    0.1346180567E-02 W    0.10000E+01   0.89745E-04   0.34587E-03   0.00000E+00   0.00000E+00   0.15000E+02
         4 TCTH.4R8.B2     0.0000000000E+00    0.2398241571E+03    0.2988851608E+03    0.5221330732E-02 W    0.10000E+01   0.34809E-03   0.38859E-03   0.00000E+00   0.00000E+00   0.15000E+02
         6 TCTVA.4R8.B2    0.1570796320E+01    0.2503653693E+03    0.3001496693E+03    0.5841221493E-02 W    0.10000E+01   0.35566E-03   0.38941E-03   0.00000E+00   0.00000E+00   0.15000E+02
         5 TDI.4R8.B2      0.1570796320E+01    0.4798670721E+03    0.3273935899E+03    0.4062974112E+00 C    0.40000E+01   0.49238E-03   0.40670E-03   0.00000E+00   0.00000E+00   0.99900E+03
         7 TCLIA.4L8       0.1570796320E+01    0.3339498427E+03    0.5355614076E+03    0.5196532003E+00 C    0.10000E+01   0.41076E-03   0.52017E-03   0.00000E+00   0.00000E+00   0.99900E+03
         8 TCLIB.6L8.B2    0.1570796320E+01    0.7430692289E+02    0.9863794193E+01    0.7052303111E-01 C    0.10000E+01   0.19376E-03   0.70594E-04   0.00000E+00   0.00000E+00   0.99900E+03
         9 TCP.D6R7.B2     0.1570796320E+01    0.1588661760E+03    0.7826267753E+02    0.1093663004E-02 C    0.60000E+00   0.28331E-03   0.19885E-03   0.00000E+00   0.00000E+00   0.55000E+01
        10 TCP.C6R7.B2     0.0000000000E+00    0.1505239834E+03    0.8276243319E+02    0.1516732601E-02 C    0.60000E+00   0.27577E-03   0.20448E-03   0.00000E+00   0.00000E+00   0.55000E+01
        11 TCP.B6R7.B2     0.2225294790E+01    0.1424585007E+03    0.8748737408E+02    0.1283910252E-02 C    0.60000E+00   0.26828E-03   0.21024E-03   0.00000E+00   0.00000E+00   0.55000E+01
        15 TCSG.A6R7.B2    0.2466150230E+01    0.3987155510E+02    0.2269212869E+03    0.1911447264E-02 C    0.10000E+01   0.14193E-03   0.33860E-03   0.00000E+00   0.00000E+00   0.80000E+01
        17 TCSG.B5R7.B2    0.2506292800E+01    0.1600139559E+03    0.1665131119E+03    0.2290847695E-02 C    0.10000E+01   0.28433E-03   0.29005E-03   0.00000E+00   0.00000E+00   0.80000E+01
        19 TCSG.A5R7.B2    0.7086036700E+00    0.1859930893E+03    0.1459293898E+03    0.2337814270E-02 C    0.10000E+01   0.30654E-03   0.27153E-03   0.00000E+00   0.00000E+00   0.80000E+01
