 # ID name  angle[rad]  betax[m]  betay[m] halfgap[m]  Material  Length[m]  sigx[m]  sigy[m] tilt1[rad] tilt2[rad] nsig
         2 TCL.5L1.B2     0.00000E+00   0.15315E+03   0.86655E+03   0.35459E-02 CU   0.10000E+01   0.35459E-03   0.84346E-03   0.00000E+00   0.00000E+00   0.10000E+02
         3 TCTH.4R8.B2    0.00000E+00   0.24135E+03   0.30267E+03   0.53416E-02 W    0.10000E+01   0.44514E-03   0.49849E-03   0.00000E+00   0.00000E+00   0.12000E+02
         4 TDI.4R8.B2     0.15708E+01   0.48115E+03   0.32938E+03   0.51950E+00 C    0.40000E+01   0.62851E-03   0.52002E-03   0.00000E+00   0.00000E+00   0.99900E+03
         5 TCTVB.4R8      0.15708E+01   0.53673E+03   0.33557E+03   0.62986E-02 W    0.10000E+01   0.66382E-03   0.52488E-03   0.00000E+00   0.00000E+00   0.12000E+02
         6 TCLIA.4L8      0.15708E+01   0.33355E+03   0.51866E+03   0.65189E+00 C    0.10000E+01   0.52330E-03   0.65254E-03   0.00000E+00   0.00000E+00   0.99900E+03
         7 TCLIB.6L8.B2   0.15708E+01   0.26227E+03   0.11022E+02   0.95032E-01 C    0.10000E+01   0.46403E-03   0.95127E-04   0.00000E+00   0.00000E+00   0.99900E+03
         8 TCP.D6R7.B2    0.15708E+01   0.15887E+03   0.78263E+02   0.10900E-02 C    0.60000E+00   0.36115E-03   0.25348E-03   0.00000E+00   0.00000E+00   0.43000E+01
         9 TCP.C6R7.B2    0.00000E+00   0.15053E+03   0.82763E+02   0.15116E-02 C    0.60000E+00   0.35154E-03   0.26067E-03   0.00000E+00   0.00000E+00   0.43000E+01
        10 TCP.B6R7.B2    0.22253E+01   0.14246E+03   0.87488E+02   0.12796E-02 C    0.60000E+00   0.34200E-03   0.26801E-03   0.00000E+00   0.00000E+00   0.43000E+01
        14 TCSG.A6R7.B2   0.24662E+01   0.39872E+02   0.22693E+03   0.19189E-02 C    0.10000E+01   0.18093E-03   0.43163E-03   0.00000E+00   0.00000E+00   0.63000E+01
        16 TCSG.B5R7.B2   0.25063E+01   0.15998E+03   0.16651E+03   0.22996E-02 C    0.10000E+01   0.36242E-03   0.36974E-03   0.00000E+00   0.00000E+00   0.63000E+01
        18 TCSG.A5R7.B2   0.70860E+00   0.18596E+03   0.14593E+03   0.23467E-02 C    0.10000E+01   0.39073E-03   0.34613E-03   0.00000E+00   0.00000E+00   0.63000E+01
        20 TCSG.D4R7.B2   0.15708E+01   0.33292E+03   0.68863E+02   0.14980E-02 C    0.10000E+01   0.52280E-03   0.23777E-03   0.00000E+00   0.00000E+00   0.63000E+01
        24 TCSG.B4R7.B2   0.00000E+00   0.15153E+03   0.12131E+03   0.22221E-02 C    0.10000E+01   0.35271E-03   0.31559E-03   0.00000E+00   0.00000E+00   0.63000E+01
        26 TCSG.A4R7.B2   0.23056E+01   0.13975E+03   0.13098E+03   0.20968E-02 C    0.10000E+01   0.33872E-03   0.32793E-03   0.00000E+00   0.00000E+00   0.63000E+01
        28 TCSG.A4L7.B2   0.73478E+00   0.99590E+02   0.17593E+03   0.20888E-02 C    0.10000E+01   0.28594E-03   0.38005E-03   0.00000E+00   0.00000E+00   0.63000E+01
        34 TCSG.B5L7.B2   0.24696E+01   0.12185E+03   0.26755E+03   0.24105E-02 C    0.10000E+01   0.31629E-03   0.46867E-03   0.00000E+00   0.00000E+00   0.63000E+01
        38 TCSG.D5L7.B2   0.89710E+00   0.21387E+03   0.15853E+03   0.24223E-02 C    0.10000E+01   0.41903E-03   0.36077E-03   0.00000E+00   0.00000E+00   0.63000E+01
        40 TCSG.E5L7.B2   0.22777E+01   0.24140E+03   0.13610E+03   0.24253E-02 C    0.10000E+01   0.44518E-03   0.33427E-03   0.00000E+00   0.00000E+00   0.63000E+01
        42 TCSG.6L7.B2    0.87266E-02   0.33575E+03   0.47359E+02   0.33075E-02 C    0.10000E+01   0.52502E-03   0.19718E-03   0.00000E+00   0.00000E+00   0.63000E+01
        44 TCLA.A6L7.B2   0.15708E+01   0.29706E+03   0.48158E+02   0.16504E-02 W    0.10000E+01   0.49385E-03   0.19884E-03   0.00000E+00   0.00000E+00   0.83000E+01
        45 TCLA.B6L7.B2   0.00000E+00   0.15949E+03   0.76391E+02   0.30034E-02 W    0.10000E+01   0.36186E-03   0.25043E-03   0.00000E+00   0.00000E+00   0.83000E+01
        46 TCLA.C6L7.B2   0.15708E+01   0.68608E+02   0.15189E+03   0.29310E-02 W    0.10000E+01   0.23733E-03   0.35313E-03   0.00000E+00   0.00000E+00   0.83000E+01
        47 TCLA.D6L7.B2   0.00000E+00   0.65041E+02   0.15792E+03   0.19180E-02 W    0.10000E+01   0.23108E-03   0.36007E-03   0.00000E+00   0.00000E+00   0.83000E+01
        48 TCLA.A7L7.B2   0.00000E+00   0.65647E+02   0.14386E+03   0.19269E-02 W    0.10000E+01   0.23215E-03   0.34367E-03   0.00000E+00   0.00000E+00   0.83000E+01
